51,632,3,209
52,635,3,210
52,638,3,211
52,641,3,212
52,644,3,213
52,647,3,214
52,650,3,215
54,653,3,216
54,656,3,217
54,659,3,218
54,662,3,219
54,665,3,220
55,668,3,221
54,671,3,222
55,675,4,223
55,678,3,224
55,681,3,225
55,684,3,226
55,687,3,227
56,690,3,228
56,693,3,229
56,696,3,230
56,699,3,231
56,702,3,232
57,705,3,233
57,708,3,234
57,712,4,235
57,715,3,236
57,718,3,237
57,721,3,238
58,724,3,239
57,727,3,240
58,730,3,241
58,733,3,242
58,736,3,243
59,739,3,244
59,742,3,245
59,745,3,246
59,748,3,247
59,751,3,248
59,754,3,249
59,757,3,250
60,760,3,251
60,763,3,252
60,766,3,253
60,769,3,254
61,772,3,255
61,775,3,256
62,778,3,257
62,781,3,258
62,784,3,259
63,787,3,260
63,790,3,261
63,793,3,262
63,796,3,263
63,799,3,264
63,802,3,265
63,805,3,266
63,808,3,267
63,811,3,268
63,814,3,269
63,817,3,270
64,820,3,271
64,823,3,272
64,826,3,273
63,829,3,274
64,832,3,275
65,835,3,276
65,838,3,277
66,841,3,278
65,844,3,279
66,847,3,280
67,850,3,281
67,853,3,282
66,856,3,283
68,859,3,284
68,862,3,285
68,865,3,286
68,868,3,287
68,871,3,288
68,874,3,289
68,877,3,290
69,880,3,291
68,883,3,292
70,886,3,293
70,890,4,294
70,893,3,295
70,897,4,296
69,900,3,297
70,903,3,298
69,906,3,299
71,909,3,300
70,912,3,301
71,916,4,302
71,919,3,303
71,922,3,304
71,925,3,305
71,928,3,306
72,931,3,307
72,934,3,308
72,937,3,309
72,940,3,310
72,943,3,311
72,946,3,312
73,949,3,313
72,952,3,314
73,955,3,315
73,958,3,316
73,961,3,317
73,964,3,318
74,967,3,319
74,970,3,320
74,973,3,321
74,976,3,322
74,979,3,323
74,982,3,324
74,986,4,325
75,989,3,326
75,992,3,327
75,995,3,328
75,998,3,329
75,1001,3,330
75,1004,3,331
75,1007,3,332
76,1010,3,333
76,1013,3,334
76,1016,3,335
76,1019,3,336
77,1022,3,337
77,1025,3,338
78,1028,3,339
78,1031,3,340
77,1034,3,341
77,1037,3,342
77,1040,3,343
79,1043,3,344
79,1046,3,345
79,1049,3,346
79,1052,3,347
79,1055,3,348
79,1058,3,349
79,1061,3,350
79,1064,3,351
79,1067,3,352
79,1070,3,353
79,1073,3,354
79,1076,3,355
80,1079,3,356
79,1082,3,357
80,1085,3,358
80,1088,3,359
81,1091,3,360
82,1094,3,361
82,1097,3,362
82,1100,3,363
82,1103,3,364
83,1106,3,365
83,1109,3,366
84,1112,3,367
84,1115,3,368
84,1118,3,369
84,1121,3,370
84,1124,3,371
84,1127,3,372
84,1130,3,373
84,1133,3,374
85,1136,3,375
85,1139,3,376
85,1142,3,377
85,1145,3,378
86,1149,4,379
86,1152,3,380
86,1155,3,381
86,1158,3,382
86,1161,3,383
86,1165,4,384
87,1168,3,385
87,1171,3,386
87,1174,3,387
87,1178,4,388
87,1181,3,389
87,1184,3,390
88,1187,3,391
88,1190,3,392
88,1193,3,393
88,1196,3,394
88,1199,3,395
88,1202,3,396
89,1205,3,397
89,1208,3,398
89,1211,3,399
89,1214,3,400
89,1217,3,401
88,1220,3,402
90,1223,3,403
90,1226,3,404
90,1229,3,405
90,1232,3,406
90,1236,4,407
89,1239,3,408
90,1242,3,409
91,1245,3,410
91,1248,3,411
91,1251,3,412
91,1254,3,413
91,1257,3,414
90,1260,3,415
91,1263,3,416
92,1266,3,417
92,1269,3,418
92,1272,3,419
92,1275,3,420
92,1278,3,421
93,1281,3,422
92,1284,3,423
92,1288,4,424
93,1291,3,425
94,1295,4,426
94,1298,3,427
94,1301,3,428
93,1304,3,429
93,1307,3,430
95,1310,3,431
95,1313,3,432
95,1316,3,433
95,1319,3,434
95,1322,3,435
95,1325,3,436
95,1328,3,437
95,1331,3,438
95,1334,3,439
94,1337,3,440
95,1340,3,441
95,1343,3,442
96,1346,3,443
96,1349,3,444
96,1352,3,445
97,1356,4,446
97,1359,3,447
96,1362,3,448
97,1365,3,449
98,1368,3,450
98,1371,3,451
98,1374,3,452
98,1377,3,453
99,1380,3,454
98,1383,3,455
99,1386,3,456
100,1389,3,457
99,1392,3,458
100,1395,3,461
2,3,3,1
2,6,3,2
2,3,3,1
1,3,3,1
2,6,3,2
2,9,3,3
1,12,3,4
2,15,3,5
3,18,3,6
3,21,3,7
3,24,3,8
4,27,3,9
4,30,3,10
5,33,3,20
5,36,3,26
2,3,3,1
2,6,3,2
2,9,3,3
2,13,4,4
2,16,3,5
2,19,3,6
3,22,3,7
3,25,3,8
3,28,3,9
3,31,3,10
3,34,3,11
3,37,3,12
3,40,3,16
4,43,3,25
4,46,3,27
4,49,3,32
4,52,3,34
3,55,3,36
1,3,3,1
2,6,3,2
1,9,3,3
1,12,3,4
2,15,3,5
1,18,3,6
1,21,3,7
3,24,3,8
3,27,3,9
3,30,3,10
3,33,3,11
3,36,3,12
3,39,3,13
3,42,3,14
4,45,3,15
4,48,3,16
4,51,3,17
3,54,3,18
4,57,3,19
4,60,3,20
5,63,3,21
6,66,3,22
6,69,3,23
6,72,3,24
7,75,3,25
7,78,3,26
7,81,3,27
7,84,3,28
8,87,3,29
8,90,3,30
8,93,3,31
8,96,3,32
8,99,3,33
9,102,3,34
9,105,3,35
9,108,3,36
9,111,3,37
9,114,3,38
9,117,3,39
10,120,3,40
10,123,3,41
10,126,3,42
10,129,3,43
11,132,3,44
12,135,3,45
12,138,3,46
12,141,3,47
13,144,3,48
13,147,3,49
12,150,3,50
13,153,3,51
12,156,3,52
13,159,3,53
14,162,3,54
14,165,3,55
14,168,3,56
15,171,3,57
15,174,3,58
15,177,3,59
15,180,3,60
15,183,3,61
15,186,3,62
16,189,3,63
16,192,3,64
16,195,3,65
17,198,3,66
17,201,3,67
17,205,4,68
16,208,3,69
17,212,4,70
17,215,3,71
17,218,3,72
17,221,3,73
17,224,3,74
18,227,3,75
18,230,3,76
18,233,3,77
18,236,3,78
18,240,4,79
18,243,3,80
19,246,3,81
19,249,3,82
19,252,3,83
18,255,3,84
20,258,3,85
21,261,3,86
21,264,3,87
21,267,3,88
22,270,3,89
22,273,3,90
22,276,3,91
22,279,3,92
23,282,3,93
23,285,3,94
24,288,3,95
24,291,3,96
25,294,3,97
25,297,3,98
25,300,3,99
25,303,3,100
25,306,3,101
26,309,3,102
26,312,3,103
2,3,3,1
1,6,3,2
2,10,4,3
2,13,3,4
3,16,3,12
3,19,3,15
3,22,3,17
3,25,3,20
1,3,3,1
1,6,3,2
2,9,3,3
2,12,3,4
2,15,3,5
2,18,3,6
1,21,3,7
2,25,4,8
3,28,3,12
3,31,3,15
3,34,3,21
3,37,3,22
3,40,3,23
3,43,3,28
3,46,3,32
