2,3,3,1
2,6,3,2
2,9,3,3
3,12,3,4
3,15,3,5
3,18,3,6
3,21,3,7
4,24,3,8
4,27,3,9
4,30,3,10
4,33,3,11
4,36,3,12
5,39,3,13
5,42,3,14
5,45,3,15
5,48,3,16
5,51,3,17
5,54,3,18
6,57,3,19
6,60,3,20
6,63,3,21
6,66,3,22
7,69,3,23
8,72,3,24
8,75,3,25
8,78,3,26
8,81,3,27
8,84,3,28
8,87,3,29
9,90,3,30
9,93,3,31
9,96,3,32
10,99,3,33
10,102,3,34
10,105,3,35
10,108,3,36
11,111,3,37
11,114,3,38
11,117,3,39
11,120,3,40
11,123,3,41
11,126,3,42
12,129,3,43
11,132,3,44
12,135,3,45
12,138,3,46
11,141,3,47
13,144,3,48
13,147,3,49
13,150,3,50
13,153,3,51
13,156,3,52
14,160,4,53
13,163,3,54
13,166,3,55
14,169,3,56
14,172,3,57
15,175,3,58
15,178,3,59
15,181,3,60
15,184,3,61
15,187,3,62
15,190,3,63
15,193,3,64
15,196,3,65
16,199,3,66
16,202,3,67
15,205,3,68
16,208,3,69
15,211,3,70
17,214,3,71
18,217,3,72
18,220,3,73
18,223,3,74
19,226,3,75
19,229,3,76
19,232,3,77
19,235,3,78
20,238,3,79
20,241,3,80
20,244,3,81
20,247,3,82
20,250,3,83
21,253,3,84
21,256,3,85
22,259,3,86
22,262,3,87
22,265,3,88
22,268,3,89
22,271,3,90
23,274,3,91
23,277,3,92
24,280,3,93
24,283,3,94
24,286,3,95
24,289,3,96
24,292,3,97
25,295,3,98
25,298,3,99
25,301,3,100
24,304,3,101
25,307,3,102
25,310,3,103
24,313,3,104
26,316,3,105
26,319,3,106
26,322,3,107
27,325,3,108
27,328,3,109
27,331,3,110
26,334,3,111
27,337,3,112
27,340,3,113
28,343,3,114
27,346,3,115
28,349,3,116
28,352,3,117
28,355,3,118
29,358,3,119
29,361,3,120
29,364,3,121
30,368,4,122
30,371,3,123
30,374,3,124
30,378,4,125
31,381,3,126
30,384,3,127
31,387,3,128
31,390,3,129
31,393,3,130
31,396,3,131
31,399,3,132
31,402,3,133
32,405,3,134
32,408,3,135
31,411,3,136
33,414,3,137
32,417,3,138
34,420,3,139
34,423,3,140
34,426,3,141
35,429,3,142
35,432,3,143
34,435,3,144
35,438,3,145
35,441,3,146
36,444,3,147
36,447,3,148
37,450,3,149
37,453,3,150
37,456,3,151
38,459,3,152
38,462,3,153
38,465,3,154
38,468,3,155
38,471,3,156
39,474,3,157
39,477,3,158
40,480,3,159
40,483,3,160
40,486,3,161
40,489,3,162
40,492,3,163
40,495,3,164
41,498,3,165
41,501,3,166
41,504,3,167
40,507,3,168
41,510,3,169
40,513,3,170
41,516,3,171
42,519,3,172
42,522,3,173
42,525,3,174
43,528,3,175
43,531,3,176
43,534,3,177
43,537,3,178
43,540,3,179
43,543,3,180
44,546,3,181
44,549,3,182
44,552,3,183
44,555,3,184
45,558,3,185
45,561,3,186
46,565,4,187
46,569,4,188
45,572,3,189
46,575,3,190
46,578,3,191
47,581,3,192
47,584,3,193
47,587,3,194
47,590,3,195
47,593,3,196
47,596,3,197
47,599,3,198
47,602,3,199
47,605,3,200
47,608,3,201
49,611,3,202
49,614,3,203
49,617,3,204
50,620,3,205
50,623,3,206
50,626,3,207
51,629,3,208
