1,3,3,1,0.112107
1,6,3,2,0.147966
1,10,4,3,0.171619
3,14,4,4,0.084359
5,17,3,5,0.084447
5,20,3,6,0.084262
4,23,3,7,0.085343
6,26,3,8,0.084249
6,29,3,9,0.085294
6,32,3,10,0.086011
8,35,3,11,0.084366
9,38,3,12,0.084178
9,41,3,13,0.084219
